100000	7182.72
100001	4417.52
100002	6523.37
100003	796.57
100004	8821.44
100005	2516.89
100006	2494.3
100007	5727
100008	4613.23
100009	7498.72
100010	2963.02
100011	8102.58
100012	8224.27
100013	5127.52
100014	9266.83
100015	2678.97
100016	8190
100017	4905.37
100018	4336.97
100019	8390.28
100020	2846.43
100021	1469.22
100022	858.59
100023	1638.52
100024	7313.37
100025	8725.55
100026	9030.46
100027	3767.03
100028	3278.08
100029	2051.78
100030	9631.63
100031	9070.73
100032	8130.7
100033	1793.94
100034	1293.98
100035	3568.75
100036	3788.24
100037	3832.72
100038	8270.69
100039	4195.99
100040	784.4
100041	3567.1
100042	2249.98
100043	1335.7
100044	6638.9
100045	8571.9
100046	1869.28
100047	5749.03
100048	3690.14
100049	3105.37
100050	1259.69
100051	7520.42
100052	6541.47
100053	9175.01
100054	3705.3
100055	8570.43
100056	7866.41
100057	1823.93
100058	3539.47
100059	7482.14
100060	7449.62
100061	5563.19
100062	4824.41
100063	4563.86
100064	9756.45
100065	5122.74
100066	9965.8
100067	6224.14
100068	4228.03
100069	1612.66
100070	8113.07
100071	6420.06
100072	2381.42
100073	6682.68
100074	3215.2
100075	9202.21
100076	2988.63
100077	9790.7
100078	2011.69
100079	8547.41
100080	3791.27
100081	1818.17
100082	1463.05
100083	1993.72
100084	1086.79
100085	5383.61
100086	8550.84
100087	5716.31
100088	4933.4
100089	1971.57
100090	7009.41
100091	9914.98
100092	2537.49
100093	6701.39
100094	9607.6
100095	4208.58
100096	4915.07
100097	4518.09
100098	8884.35
100099	4974.16
100100	824.91
100101	4782.19
100102	924.78
100103	6112.96
100104	5841.34
100105	8597.48
100106	1333.43
100107	9160.54
100108	2242.39
100109	8213.62
100110	9318.79
100111	580.53
100112	3768.39
100113	3693.06
100114	5819.46
100115	2400.14
100116	880.4
100117	5621.37
100118	9111.64
100119	1170.68
100120	4377.4
100121	1858.86
100122	7557.02
100123	8593.42
100124	3468.46
100125	4588.14
100126	4092.39
100127	4886.09
100128	1031.91
100129	8359.94
100130	4435.27
100131	8577.23
100132	6986.9
100133	7198.02
100134	5854.16
100135	5739.68
100136	6422.67
100137	3119.84
100138	5815.67
100139	1603.6
100140	7826.6
100141	5671.4
100142	7231.84
100143	606.07
100144	6432.51
100145	1175.89
100146	4228.6
100147	9843.95
100148	7977.64
100149	8102.71
100150	3468.56
100151	9213.64
100152	3753.25
100153	8254.62
100154	2558.92
100155	930.2
100156	1152.07
100157	5376.9
100158	956.63
100159	1442.93
100160	8970.33
100161	4217.44
100162	3445.58
100163	5340.83
100164	1455.62
100165	6221.24
100166	4154.57
100167	7193.79
100168	5800.87
100169	9852.6
100170	5915.5
100171	2229.61
100172	8597.52
100173	8875.7
100174	786.34
100175	2339.56
100176	3162.92
100177	1043.48
100178	9833.92
100179	4393.26
100180	7866.72
100181	2793.1
100182	6437.55
100183	559.49
100184	8166.46
100185	3261.16
100186	1929.83
100187	6955.27
100188	5263.59
100189	533.31
100190	6685.73
100191	4631.14
100192	978.55
100193	5635.56
100194	1399.11
100195	5094.88
100196	3305.18
100197	9021.57
100198	2659.03
100199	7999.43
100200	7448.73
100201	3720.91
100202	1981.65
