100640	8909.06
100743	2479.37
100362	8652.25
100044	6638.90
100631	2612.81
100844	8058.44
100700	1268.93
100882	1258.15
100947	7381.69
100391	9691.02
100513	3090.72
100651	3577.06
100040	784.40
100647	4113.57
100369	2461.34
100975	6763.19
100663	6847.65
100336	5606.53
100435	7180.63
100853	7108.63
100627	3132.66
100548	8589.80
100099	4974.16
100358	8516.25
100224	4599.82
100161	4217.44
100872	4829.54
100266	1324.79
100325	3907.21
100384	7531.68
100561	9853.12
100171	2229.61
100119	1170.68
100377	8663.60
100613	8154.46
100991	5898.29
100101	4782.19
100191	4631.14
100185	3261.16
100564	2884.03
100923	5445.56
100103	6112.96
100515	5887.13
100692	5776.56
100450	7847.18
100624	8393.48
100815	5463.09
100404	2903.22
100192	978.55
100255	9522.76
100740	8099.16
100981	4515.51
100365	5689.42
100501	8936.41
100307	3460.31
100575	7288.58
100385	4150.23
100474	4603.54
100861	7071.76
100778	2807.71
100428	8384.69
100900	8754.32
100354	7231.30
100604	5285.33
100958	9193.94
100585	4105.58
100505	947.87
100810	3154.65
100996	5211.16
100637	4929.54
100582	2926.02
100139	1603.60
100423	8999.98
100956	6349.25
100053	9175.01
100449	8379.21
100128	1031.91
100962	1284.25
100782	2360.36
100857	1177.62
100638	8780.74
100877	8482.27
100238	4387.71
100310	7578.16
100186	1929.83
100356	5662.87
100863	8047.71
100279	4447.01
100241	7782.64
100037	3832.72
100348	2322.46
100661	8727.39
100341	9242.76
100160	8970.33
100125	4588.14
100881	8067.85
100789	3120.92
100416	934.09
100896	6119.31
100864	4682.35
100218	8160.25
100723	8523.55
100020	2846.43
100281	8372.51
100475	5271.06
100458	3578.40
100796	9174.35
100110	9318.79
100054	3705.30
100737	6449.92
100242	1127.79
100024	7313.37
100211	7785.09
100868	7833.71
100614	6676.98
100017	4905.37
100319	6565.18
100231	8273.65
100107	9160.54
100388	3790.12
100538	1408.49
100138	5815.67
100883	9220.16
100406	5521.30
100706	9838.56
100403	2302.74
100363	1597.34
100726	5464.10
100599	3495.71
100096	4915.07
100446	5326.88
100011	8102.58
100804	2244.52
100143	606.07
100903	3344.23
100654	2600.31
100659	8089.98
100436	8972.03
100259	806.19
100764	2179.69
100087	5716.31
100507	1703.67
100583	9961.45
100418	2339.73
100818	5802.56
100540	1541.39
100300	4900.37
100755	8349.25
100725	6561.97
100398	9906.11
100351	1344.18
100516	2588.17
100080	3791.27
100182	6437.55
100587	5362.83
100528	8832.80
100308	7266.76
100891	3052.39
100305	1987.73
100298	9384.12
100617	1169.16
100464	7500.89
100535	1162.74
100253	2720.55
100884	9140.43
100865	5686.79
100136	6422.67
100913	6011.38
100855	5715.46
100906	704.39
100089	1971.57
100457	4084.17
100816	8351.32
100013	5127.52
100511	8590.44
100628	8287.01
100546	8952.20
100055	8570.43
100626	3578.16
100780	4970.85
100705	5918.66
100258	9165.52
100820	9950.61
100704	3766.19
100529	7687.46
100215	9973.16
100323	595.69
100135	5739.68
100819	5872.57
100222	3901.10
100081	1818.17
100247	3909.85
100473	6386.17
100843	3772.86
100944	1112.30
100387	1669.09
100586	5007.34
100765	3914.91
100237	1453.34
100851	6307.27
100664	4638.73
100299	906.80
100297	9701.29
100793	7326.30
100524	4642.45
100776	5126.91
100183	559.49
100570	8809.10
100330	9112.16
100213	1570.06
100767	4501.70
100126	4092.39
100518	4373.60
100948	5975.08
100071	6420.06
100543	5070.59
100124	3468.46
100714	2395.89
100156	1152.07
100347	9013.15
100320	6522.54
100016	8190.00
100886	7563.69
100566	2844.42
100005	2516.89
100694	5127.26
100251	4648.31
100735	9269.63
100467	1950.80
100656	1386.28
100514	583.11
100571	4526.60
